Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-cabinetoffice-GA-042650,EV Readiness Project - installations,Placeholder,GBP,,0,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_22,BIRMINGHAM CITY COUNCIL,,,B2 2XY,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000003263,EV Readiness Project - installations 16/17,,UK Wide,,K02000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-042895,Low Emission Bus Scheme 2016/17,Placeholder,GBP,,3814000,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_22,BIRMINGHAM CITY COUNCIL,,,B2 2XY,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000003280,Low Emission Bus Scheme 2016/17,,UK Wide,,K02000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-043271,LA Majors 2016/17,Placeholder,GBP,,8747544,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_22,BIRMINGHAM CITY COUNCIL,,,B2 2XY,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000496,LA Majors 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-059127,English Community Transport 2016/17,Placeholder,GBP,,1926,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_5,AUTISM WEST MIDLANDS,,,B15 1NU,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000499,English Community Transport 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Edgbaston Ward,E05001185,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-059128,English Community Transport 2016/17,Placeholder,GBP,,2431,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_5,AUTISM WEST MIDLANDS,,,B15 1NU,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000499,English Community Transport 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Edgbaston Ward,E05001185,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-028176,Integrated Transport Block 2016/17,Small scale transport schemes <?5m.,GBP,,17618000,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_473,West Midlands Integrated Transport Authority,,,B19 3SD,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000464,Integrated Transport Block 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060098,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,1334971,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB643160659,DIAMOND BUS LTD,,,B7 5JJ,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060259,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,1915101,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB487038714,NATIONAL EXPRESS LTD,,,B5 6DD,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060260,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,362226,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB487038714,NATIONAL EXPRESS LTD,,,B5 6DD,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060057,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,143179,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GB295938493,CLARIBEL COACHES LTD,,,B33 0JT,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Shard End Ward,E05001203,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-060627,Bus Service Operator Grants (outside London) 2016/17,Placeholder,GBP,,42127,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,GB-COH-06767923,THE GREEN BUS COMPANY LTD,,6767923,B18 5ST,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000000497,Bus Service Operator Grants (outside London) 2016/17,,England,,E92000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-042693,EV Readiness Project - installations,Placeholder,GBP,,0,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_347,Sandwell + West Birmingham University Hospital NHST,,,B18 7QH,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000003263,EV Readiness Project - installations 16/17,,UK Wide,,K02000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-cabinetoffice-GA-076650,Cooperative Intelligent Transport Systems 2016/17,Placeholder,GBP,,285000,,2016-04-01T00:00:00+00:00,,01/04/2016,31/03/2017,12,,,,360G-cabinetoffice-GGIS_ID_473,West Midlands Integrated Transport Authority,,,B19 3SD,,,,,,,,,,GB-GOR-D9,Department for Transport,,SCH-000003554,Cooperative Intelligent Transport Systems Competition 2016/17,,UK Wide,,K02000001,CTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/738720/360_16_17_awards.xlsx,Cabinet Office,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:48+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002844,Elders' Support,ELDERS' SUPPORT; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,10966.33,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,GB-COH-08205070,Alum Rock Elders Suport,,8205070,B8 1HU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003122,Leisure Forum,LEISURE FORUM; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Mental Health,GBP,,13310.45,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-CHC-702649,Birmingham Mental Health Leisure Forum,,3509538,B18 6NF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002875,Community Support - Mental Health,COMMUNITY SUPPORT - MENTAL HEALTH; Health and wellbeing; ,GBP,,1748,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-CHC-513468,Birmingham Phobic Fellowship,513468,,B23 6DE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Stockland Green Ward,E05001210,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003224,Rep Revenue,REP REVENUE; Arts and culture; ,GBP,,525000,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-00295910,Birmingham Repertory Theatre (Ltd),,295910,B1 2EP,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002935,Ex Cathedra,EX CATHEDRA; Arts and culture; ,GBP,,35000,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-02396173,Ex Cathedra Ltd,,2396173,B1 2LF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002913,Ikon Gallery,IKON GALLERY; Arts and culture; ,GBP,,60000,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-00902136,Ikon Gallery Ltd,,902136,B1 2HS,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002670,Public Place Co-Ordinator,PUBLIC PLACE CO-ORDINATOR; Housing and advice; ,GBP,,39789,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-05743218,Midland Heart,,5743218,B15 1LZ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003168,Ld Community Hub And Day Services,LD COMMUNITY HUB AND DAY SERVICES; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support,GBP,,55634.4,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,GB-COH-03006451,Midland Mencap,,3006451,B13 8JR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003169,Open Door Service,OPEN DOOR SERVICE; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,11823.75,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,360G-BirminghamCC-momentum,Momentum,,,B1 1BN,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002441,Café Oasis Outreach & Support Of Elderly,CAFÉ OASIS OUTREACH & SUPPORT OF ELDERLY; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,620,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,360G-BirminghamCC-urc_sutton_coldfield_cafe_oasis,Urc Sutton Coldfield Cafe Oasis,,,B73 6AA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Trinity Ward,E05001213,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003137,Living With Sight Loss,LIVING WITH SIGHT LOSS; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,5312.5,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,GB-CHC-226227,Action For Blind People,226227,,B1 1BN,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002292,Asian Elders Advice & Outreach,ASIAN ELDERS ADVICE & OUTREACH; Older people; ,GBP,,11768.13,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,GB-COH-04351686,Birmingham Asian Resource Centre,,4351686,B20 2QS,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Lozells and East Handsworth Ward,E05001195,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002849,Safe And Sound Project,SAFE AND SOUND PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,17580,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2016-06-30T00:00:00+00:00,,,,,GB-COH-02897250,Birmingham Disability Resource Centre,,2897250,B33 0LD,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Shard End Ward,E05001203,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002883,Golden Hillock Community Care Day Centre,GOLDEN HILLOCK COMMUNITY CARE DAY CENTRE; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,GBP,,59326.46,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-golden_hillock_community_care,Golden Hillock Community Care,,,B5 7HE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002671,Street Sleepers Outreach Service,STREET SLEEPERS OUTREACH SERVICE; Housing and advice; ,GBP,,93060,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-05743218,Midland Heart,,5743218,B15 1LZ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002976,Performances Birmingham,PERFORMANCES BIRMINGHAM; Arts and culture; ,GBP,,1700000,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-03169600,Performances Birmingham Ltd,,3169600,B1 2EA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002929,Dancexchange,DANCEXCHANGE; Arts and culture; ,GBP,,60000,,2016-04-01T00:00:00+00:00,,2016-04-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-02784677,The Dancexchange Ltd,,2784677,B5 4TB,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
